id,name,operator,status,state,county_raw,county_geocoded,city,lat,lon,mw,acres,investment,announced,jurisdiction,matched_county_fips,matched_county_name,matched_state,trump_votes,harris_votes,total_votes,trump_pct,harris_pct,margin_pct,county_winner
drox-group-rural-hall-forsyth-county-nc,Rural Hall Data Center (The Drox Group),The Drox Group,proposed,NC,Forsyth,Stokes County,Rural Hall,36.267,-80.267,,129.0,3000000000.0,,uninc,37067,Forsyth County,NC,87292,114145,204726,42.63845334740092,55.755009134159806,-13.116555786758887,Harris
terra-nexus-custer-avenue-fayetteville-cumberland-county-nc,Terra Nexus Custer Avenue Data Center (Fayetteville),Terra Nexus Ventures,proposed,NC,Cumberland,Cumberland County,Fayetteville,35.085,-78.9772,,180.0,,2025-10,city,37051,Cumberland County,NC,59840,78631,140513,42.5868069146627,55.959946766491356,-13.373139851828656,Harris
whitefiber-nc1-madison-nc,WhiteFiber NC-1 AI Data Center Campus,WhiteFiber (Bit Digital),operational,NC,Rockingham,Rockingham County,Madison,36.3801,-79.9692,200.0,96.0,,2025,city,37157,Rockingham County,NC,33447,15676,49595,67.44026615586249,31.608025002520417,35.83224115334207,Trump
applied-digital-polaris-forge-1-ellendale-nd,Applied Digital Polaris Forge 1,Applied Digital Corporation,under_construction,ND,Dickey,Dickey County,Ellendale,46.003,-98.509,400.0,320.0,5300000000.0,2025-06,city,38021,Dickey County,ND,1829,557,2453,74.56176110884631,22.706889523033023,51.85487158581329,Trump
applied-digital-polaris-forge-2-harwood-nd,Applied Digital Polaris Forge 2,Applied Digital Corporation,under_construction,ND,Cass,Cass County,Harwood,47.02,-97.025,280.0,900.0,3000000000.0,2025-08,uninc,38017,Cass County,ND,47873,40304,90851,52.69397144775512,44.36274779584154,8.331223651913573,Trump
1623-farnam-omaha-ne,1623 Farnam,1623 Farnam,operational,NE,Douglas,Douglas County,Omaha,41.2578,-95.9375,,,10000000.0,,city,31055,Douglas County,NE,120919,148733,273403,44.2273859467526,54.40064666444771,-10.173260717695124,Harris
binary-net-vault-lincoln-ne,Binary Net The Vault Data Center,Binary Net,operational,NE,Lancaster,Lancaster County,Lincoln,40.8121,-96.7023,,,,,city,31109,Lancaster County,NE,74215,81012,157633,47.080877734992036,51.39279211840161,-4.311914383409565,Harris
fnts-omaha-ne,First National Technology Solutions Omaha Data Center,First National Technology Solutions,operational,NE,Douglas,Douglas County,Omaha,41.2614,-95.9365,,,,,city,31055,Douglas County,NE,120919,148733,273403,44.2273859467526,54.40064666444771,-10.173260717695124,Harris
google-nebraska-ai-campus-proposed,Google Nebraska AI Campus (proposed),Google,proposed,NE,Otoe,Johnson County,,40.474,-96.371,1000.0,,,2026-03,uninc,31131,Otoe County,NE,5651,2463,8198,68.9314466943157,30.04391314954867,38.88753354476702,Trump
google-papillion-ne,Google Papillion Data Center,Google,operational,NE,Sarpy,Sarpy County,Papillion,41.1326,-96.1437,,275.0,600000000.0,2019,city,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
h5-la-vista-ne,H5 Data Centers Omaha (La Vista),H5 Data Centers,operational,NE,Sarpy,Sarpy County,La Vista,41.166,-96.075,,32.0,,,city,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
lightedge-papillion-ne,LightEdge Omaha Data Center,LightEdge,operational,NE,Sarpy,Sarpy County,Papillion,41.1544,-96.0428,,,,,city,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
meta-sarpy-springfield-ne,Meta Sarpy Campus (Springfield expansion),Meta,under_construction,NE,Sarpy,Sarpy County,Springfield,41.052,-96.148,,500.0,1500000000.0,2022-07,uninc,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
sagebrush-hallam-hyperscale-campus-lancaster-ne,Sagebrush Hallam Hyperscale Campus (proposed),Sagebrush Infrastructure Partners,proposed,NE,Lancaster,Lancaster County,Hallam,40.545,-96.7992,1700.0,1400.0,,2026-08,uninc,31109,Lancaster County,NE,74215,81012,157633,47.080877734992036,51.39279211840161,-4.311914383409565,Harris
scott-data-center-omaha-ne,Scott Data Center,Scott Data,operational,NE,Douglas,Douglas County,Omaha,41.2406,-96.0093,,,,,city,31055,Douglas County,NE,120919,148733,273403,44.2273859467526,54.40064666444771,-10.173260717695124,Harris
tierpoint-omaha-bellevue-ne,TierPoint Omaha - Bellevue Data Center,TierPoint,operational,NE,Sarpy,Sarpy County,Bellevue,41.153,-95.925,,,,,city,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
tierpoint-omaha-midlands-papillion-ne,TierPoint Omaha - Midlands Data Center,TierPoint,operational,NE,Sarpy,Sarpy County,Papillion,41.11,-96.046,,,,,uninc,31153,Sarpy County,NE,55567,43825,100735,55.161562515511,43.50523651163945,11.656326003871543,Trump
a1-data-center-millville-nj,A1 Data Center Campus,A1 Data Center,cancelled,NJ,Cumberland,Cumberland County,Millville,39.402,-75.043,1400.0,66.0,,,city,34011,Cumberland County,NJ,28675,26577,55885,51.31072738659748,47.55658942471146,3.754137961886016,Trump
andover-hpc-development-nj,Andover HPC Data Center (former Newton Airport Site),Andover HPC Development,proposed,NJ,Sussex,Sussex County,Andover,41.0419,-74.7381,,97.0,,2025-08,uninc,34037,Sussex County,NJ,52123,31019,84629,61.58999870020915,36.65292039371846,24.937078306490683,Trump
coreweave-kenilworth-nj,CoreWeave NEST Campus,CoreWeave,under_construction,NJ,Union,Union County,Kenilworth,40.6762,-74.2913,250.0,27.0,1760000000.0,2025,city,34039,Union County,NJ,89063,147327,240632,37.012118089032214,61.225024103194926,-24.212906014162705,Harris
cyrusone-nym1-somerset-nj,CyrusOne NYM1 (Somerset),CyrusOne,operational,NJ,Somerset,Somerset County,Somerset,40.538,-74.5457,,,,,uninc,34035,Somerset County,NJ,74101,98790,177412,41.76774964489437,55.6839447162537,-13.916195071359322,Harris
equinix-ny5-nj,Equinix NY5,Equinix,operational,NJ,Hudson,Hudson County,Secaucus,40.7786,-74.0723,,,,,city,34017,Hudson County,NJ,79913,144765,231181,34.56728710404402,62.619765465155005,-28.05247836111099,Harris
nebius-vineland-nj,Nebius Vineland Data Center,Nebius Group,operational,NJ,Cumberland,Cumberland County,Vineland,39.4862,-74.992,300.0,,,2025,city,34011,Cumberland County,NJ,28675,26577,55885,51.31072738659748,47.55658942471146,3.754137961886016,Trump
atterix-raton-digital-hub-nm,Atterix Raton Advanced Digital Hub,Atterix LLC,proposed,NM,Colfax,Colfax County,Raton,36.9033,-104.4392,50.0,,,2026-02,city,35007,Colfax County,NM,3252,2436,5813,55.943574746258385,41.90607259590573,14.037502150352656,Trump
new-era-energy-digital-lea-county-data-center-nm,Lea County Data Center,"New Era Energy & Digital, Inc.",proposed,NM,Lea,Lea County,Lovington,32.7,-103.3,7000.0,3500.0,,,uninc,35025,Lea County,NM,16997,3930,21209,80.1405063887972,18.529869395068133,61.610636993729074,Trump
meta-los-lunas-ai-nm,Meta Los Lunas AI Expansion,Meta,under_construction,NM,Valencia,Valencia County,Los Lunas,34.8083,-106.7296,,750.0,800000000.0,2024-12,city,35061,Valencia County,NM,19057,13609,33277,57.267782552513744,40.896114433392434,16.371668119121317,Trump
stargate-project-jupiter-dona-ana-nm,Stargate Project Jupiter,OpenAI / Oracle / STACK Infrastructure,under_construction,NM,Dona Ana,Doña Ana County,Santa Teresa,31.8636,-106.6895,1000.0,1400.0,50000000000.0,2025-09-23,uninc,35013,Dona Ana County,NM,37594,45937,85407,44.01746929408596,53.78598943880478,-9.768520144718817,Harris
zenith-volts-roswell-chaves-county-data-center-nm,Zenith Volts Roswell / Chaves County Data Center,Zenith Volts Corp.,permitted,NM,Chaves,Chaves County,Roswell,33.14,-104.52,1240.0,300.0,,,uninc,35005,Chaves County,NM,15894,5941,22200,71.5945945945946,26.76126126126126,44.83333333333333,Trump
apple-reno-nv,Apple Reno Data Center (Reno Technology Park),Apple,operational,NV,Washoe,Washoe County,Sparks,39.5631,-119.5548,,1700.0,,2012,uninc,32031,Washoe County,NV,127443,130071,263734,48.32255226857364,49.31901082150955,-0.9964585529359128,Harris
colovore-reno-1-storey-county-nv,Colovore Reno 1 (RN01),Colovore,permitted,NV,Storey,Storey County,McCarran,39.5341,-119.4772,,,,2025-12,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
databank-las1-las-vegas-nv,DataBank LAS1,DataBank,operational,NV,Clark,Clark County,Las Vegas,36.0598,-115.1471,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
edgecore-reno-campus-storey-county-nv,EdgeCore Reno Data Center Campus,EdgeCore Digital Infrastructure,under_construction,NV,Storey,Storey County,McCarran,39.543,-119.4851,216.0,56.0,,2023-08,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
fleet-data-centers-storey-county-nv,Fleet Data Centers Storey County Campus (South Valley & Peru Ridge),Fleet Data Centers,under_construction,NV,Storey,Storey County,McCarran,39.53,-119.43,400.0,769.0,,2026-05,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
google-henderson-nv,Google Henderson Data Center,Google,operational,NV,Clark,Clark County,Henderson,36.0562,-115.0425,,64.0,600000000.0,2019,city,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
manse-technology-campus-pahrump-nv,Manse Technology Campus,Manse Technology Campus LLC,proposed,NV,Nye,Nye County,Pahrump,36.1925,-115.9758,,900.0,18400000000.0,2026-07,uninc,32023,Nye County,NV,18946,7559,26997,70.17816794458643,27.99940734155647,42.17876060302997,Trump
microsoft-silver-springs-lyon-county-nv,Microsoft Silver Springs Data Center Campus,Microsoft,proposed,NV,Lyon,Lyon County,Silver Springs,39.3736,-119.2267,,274.0,,,uninc,32019,Lyon County,NV,23861,8954,33541,71.13979905190662,26.695685876986374,44.44411317492025,Trump
microsoft-fernley-nv,Microsoft Victory Logistics District Campus,Microsoft,proposed,NV,Lyon,Lyon County,Fernley,39.6082,-119.2169,,300.7,,2025-04,city,32019,Lyon County,NV,23861,8954,33541,71.13979905190662,26.695685876986374,44.44411317492025,Trump
monarch-data-center-yerington-nv,Monarch Data Center,Copia Power,permitted,NV,Lyon,Lyon County,Yerington,38.9855,-119.163,1000.0,505.0,,2025-07,city,32019,Lyon County,NV,23861,8954,33541,71.13979905190662,26.695685876986374,44.44411317492025,Trump
novva-tahoe-reno-storey-county-nv,Novva Tahoe Reno Data Center,Novva Data Centers,operational,NV,Storey,Storey County,McCarran,39.53,-119.44,60.0,20.0,,2025-07-08,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
powerhouse-reno-storey-county-nv,PowerHouse Reno Campus,PowerHouse Data Centers,under_construction,NV,Storey,Storey County,McCarran,39.5603,-119.4991,65.0,49.0,,2024-10,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
switch-apex-industrial-park-north-las-vegas-nv,Switch Apex Industrial Park Land Position,Switch,proposed,NV,Clark,Clark County,North Las Vegas,36.3291,-114.9278,,316.0,180500000.0,,city,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-citadel-storey-county-nv,Switch CITADEL Campus,Switch,operational,NV,Storey,Washoe County,McCarran,39.6183,-119.3732,650.0,2000.0,,2017,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
switch-edge-1-nv,Switch Edge 1,Switch,operational,NV,Clark,Clark County,Las Vegas,36.0591,-115.2137,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-10-nv,Switch Las Vegas 10,Switch,operational,NV,Clark,Clark County,Las Vegas,36.0556,-115.2231,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-11-nv,Switch Las Vegas 11,Switch,operational,NV,Clark,Clark County,Las Vegas,36.0559,-115.2141,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-12-nv,Switch Las Vegas 12,Switch,operational,NV,Clark,Clark County,Las Vegas,36.0617,-115.2133,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-5-nv,Switch Las Vegas 5,Switch,operational,NV,Clark,Clark County,Las Vegas,36.1428,-115.0767,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-7-nv,Switch Las Vegas 7,Switch,operational,NV,Clark,Clark County,Enterprise,36.0599,-115.2102,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-las-vegas-9-nv,Switch Las Vegas 9,Switch,operational,NV,Clark,Clark County,Las Vegas,36.0557,-115.2196,,,,,uninc,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
switch-tahoe-reno-1-the-citadel-campus-nv,Switch Tahoe Reno 1 (The Citadel Campus),Switch,operational,NV,Storey,Storey County,McCarran,39.5141,-119.4755,650.0,,,,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
switch-tahoe-reno-2-the-citadel-campus-nv,Switch Tahoe Reno 2 (The Citadel Campus),Switch,operational,NV,Storey,Storey County,McCarran,39.5139,-119.4849,,,,,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
switch-tahoe-reno-3-the-citadel-campus-nv,Switch Tahoe Reno 3 (The Citadel Campus),Switch,operational,NV,Storey,Storey County,McCarran,39.5115,-119.4833,,,,,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
townsite-solar-2-boulder-city-nv,Townsite Solar 2 Boulder City Data Center,Townsite Solar 2 LLC,proposed,NV,Clark,Clark County,Boulder City,35.9788,-114.8338,167.0,88.5,,2026-04,city,32003,Clark County,NV,493052,520187,1031223,47.81235484468442,50.443696465265035,-2.6313416205806113,Harris
tract-silver-springs-nv,Tract Silver Springs Data Center Park,Tract,proposed,NV,Lyon,Lyon County,Silver Springs,39.407,-119.229,1600.0,1060.0,,2025-09,uninc,32019,Lyon County,NV,23861,8954,33541,71.13979905190662,26.695685876986374,44.44411317492025,Trump
tract-virginia-highlands-storey-county-nv,Tract Virginia Highlands Technology Park,Tract,proposed,NV,Storey,Storey County,Lockwood,39.5071,-119.6465,2500.0,8590.0,,,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
vantage-nv1-storey-county-nv,Vantage Data Centers NV1,Vantage Data Centers,under_construction,NV,Storey,Storey County,McCarran,39.5311,-119.5904,224.0,137.0,3000000000.0,2025-07,uninc,32029,Storey County,NV,2108,913,3075,68.5528455284553,29.69105691056911,38.86178861788618,Trump
9ldg-niagara-falls-ny,9LDG Niagara AI Data Center,9 Lives Digital Group (9LDG),proposed,NY,Niagara,,Niagara Falls,43.0628,-79.0175,,22.0,100000000.0,2024-08,uninc,36063,Niagara County,NY,58678,43438,102431,57.28539211762064,42.40708379299235,14.878308324628286,Trump
digital-realty-jfk10-manhattan-ny,Digital Realty JFK10 (111 Eighth Avenue),Digital Realty,operational,NY,New York,New York County,New York,40.7414,-74.0032,,,,,city,36061,New York County,NY,113921,533782,654372,17.40921066304793,81.57164426350761,-64.16243360045968,Harris
niagara-digital-campus-niagara-falls-ny,Niagara Digital Campus,Urbacon Data Centre Solutions,proposed,NY,Niagara,Niagara County,Niagara Falls,43.0885,-79.0603,135.0,142.0,1500000000.0,,city,36063,Niagara County,NY,58678,43438,102431,57.28539211762064,42.40708379299235,14.878308324628286,Trump
nccs-nydig-massena-ny,North Country Colocation Services Massena Expansion,NYDIG / North Country Colocation Services,proposed,NY,St. Lawrence,St. Lawrence County,Massena,44.929,-74.893,,355.0,,,city,36089,St. Lawrence County,NY,25919,18010,44026,58.872030163994005,40.90764548221505,17.96438468177895,Trump
ranalli-lysander-ny,Ranalli Lysander Data Center,Ranalli,proposed,NY,Onondaga,Onondaga County,Lysander,43.17,-76.39,300.0,120.0,,,uninc,36067,Onondaga County,NY,93916,133155,228381,41.12251019130313,58.303886925795055,-17.181376734491923,Harris
riverview-innovation-tech-campus-tonawanda-ny,Riverview Innovation & Technology Campus,Riverview Innovation & Technology Campus,proposed,NY,Erie,Niagara County,Tonawanda,43.037,-78.887,300.0,140.0,2000000000.0,,city,36029,Erie County,NY,204774,248651,456550,44.852480560727194,54.46303800240937,-9.61055744168218,Harris
terawulf-lansing-ny,"TeraWulf AI Data Center Campus, Lansing",TeraWulf,proposed,NY,Tompkins,Tompkins County,Lansing,42.5453,-76.4968,400.0,,,2025-08,uninc,36109,Tompkins County,NY,11354,34631,46532,24.400412619272757,74.42405226510789,-50.023639645835125,Harris
5c-group-vultr-prime-ohio-springfield-oh,5C Group / Vultr Data Center (Prime Ohio),"5C Group (Hypertec Cloud + 5C Data Centers); tenant Vultr (The Constant Company, LLC)",under_construction,OH,Clark,Clark County,Springfield,39.8664,-83.7936,150.0,,1300000000.0,,uninc,39023,Clark County,OH,40403,21847,62855,64.27969135311432,34.75777583326704,29.52191551984727,Trump
aws-crosby-court-franklin-county-oh,AWS Crosby Court Campus,Amazon Web Services,operational,OH,Franklin,Franklin County,Plain City,40.1019,-83.1986,,66.82,,,city,39049,Franklin County,OH,210830,380518,598225,35.24259266998203,63.6078398595846,-28.36524718960257,Harris
aws-jefferson-township-fayette-oh,AWS Fayette County (Jefferson Township),Amazon Web Services,under_construction,OH,Fayette,Fayette County,Jeffersonville,39.6534,-83.5677,,,,2024-12,city,39047,Fayette County,OH,9706,2773,12571,77.20945032217007,22.058706546814097,55.150743775355984,Trump
aws-hayden-run-hilliard-oh,AWS Hayden Run Campus,Amazon Web Services,operational,OH,Franklin,Franklin County,Hilliard,40.0599,-83.1343,,55.22,,2015,city,39049,Franklin County,OH,210830,380518,598225,35.24259266998203,63.6078398595846,-28.36524718960257,Harris
aws-industrial-parkway-jerome-township-oh,AWS Industrial Parkway Campus (Jerome Township),Amazon Web Services,operational,OH,Union,Union County,Plain City,40.1346,-83.2124,,86.18,,,uninc,39159,Union County,OH,23982,12934,37301,64.29318248840514,34.67467360124393,29.618508887161205,Trump
aws-3180-beech-road-new-albany-oh,AWS New Albany (3180 Beech Road),Amazon Web Services,operational,OH,Licking,Licking County,New Albany,40.1041,-82.7509,,106.41,,,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
aws-newton-court-new-albany-oh,AWS New Albany (Newton Court),Amazon Web Services,operational,OH,Licking,Licking County,New Albany,40.0937,-82.7299,,92.69,,,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
aws-project-cosmos-marysville-oh,AWS Project Cosmos,Amazon Web Services,under_construction,OH,Union,Union County,Marysville,40.237,-83.35,,55.0,1000000000.0,2024-10,city,39159,Union County,OH,23982,12934,37301,64.29318248840514,34.67467360124393,29.618508887161205,Trump
aws-galaxy-sidney-oh,"AWS Project Galaxy — Sidney, OH",Amazon Web Services,under_construction,OH,Shelby,Shelby County,Sidney,40.29,-84.16,1500.0,,3000000000.0,2025,city,39149,Shelby County,OH,20740,4350,25288,82.01518506801645,17.201834862385322,64.81335020563112,Trump
aws-warner-road-jerome-township-oh,AWS Warner Road Campus (Jerome Township),Amazon Web Services,operational,OH,Union,Union County,Plain City,40.1186,-83.2,,92.78,,,uninc,39159,Union County,OH,23982,12934,37301,64.29318248840514,34.67467360124393,29.618508887161205,Trump
aligned-conesville-oh,Aligned Data Centers – Conesville Industrial Park,Aligned Data Centers,under_construction,OH,Coshocton,Coshocton County,Conesville,40.27,-81.83,,197.0,,2025,city,39031,Coshocton County,OH,12362,3835,16337,75.66872742853646,23.474322090959173,52.19440533757728,Trump
aligned-pataskala-licking-oh,Aligned Data Centers — Pataskala,Aligned Data Centers,cancelled,OH,Licking,Licking County,Pataskala,39.9956,-82.6743,200.0,,,,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
aligned-chillicothe-ross-oh,Aligned HPC Campus at Former Pixelle Paper Mill (Chillicothe),Aligned Data Centers (in partnership with U.S. Paper Mill LLC / U.S. Medical Glove Company),proposed,OH,Ross,Ross County,Chillicothe,39.3331,-82.9824,,,,2026-07-02,city,39141,Ross County,OH,22801,9846,32932,69.23660876958581,29.89797157779667,39.33863719178914,Trump
aligned-neo-01-oh,Aligned NEO-01,Aligned Data Centers,under_construction,OH,Erie,Erie County,Sandusky (Perkins Township),41.4322,-82.719,96.0,,,,uninc,39043,Erie County,OH,22493,16871,39749,56.58758710910966,42.44383506503308,14.14375204407658,Trump
amazon-perry-township-stark-oh,Amazon Perry Township Data Center,Amazon Web Services,under_construction,OH,Stark,Stark County,Canton,40.7517,-81.4,240.0,,,2026-03,uninc,39151,Stark County,OH,111478,71090,184193,60.522386844234035,38.59538636104521,21.92700048318883,Trump
bitdeer-clarington-oh,Bitdeer Clarington HPC/AI Campus,Bitdeer,under_construction,OH,Monroe,Monroe County,Clarington,39.7748,-80.8731,570.0,,,,uninc,39111,Monroe County,OH,5396,1336,6796,79.39964685108887,19.658622719246615,59.74102413184226,Trump
bitdeer-shalersville-portage-county-oh,Bitdeer Shalersville Data Center Campus,Bitdeer,proposed,OH,Portage,Portage County,Shalersville Township,41.199,-81.245,750.0,257.0,300000000.0,,uninc,39133,Portage County,OH,47681,34759,83226,57.29099079614544,41.764592795520635,15.526398000624805,Trump
cipher-digital-ulysses-center-township-morgan-oh,Cipher Digital Ulysses,Cipher Digital (formerly Cipher Mining),proposed,OH,Morgan,Morgan County,,39.6303,-81.6469,200.0,195.0,,2025-12-23,uninc,39115,Morgan County,OH,5168,1560,6782,76.20171040990859,23.002064287820705,53.199646122087884,Trump
cologix-johnstown-oh,Cologix Johnstown AI-Ready Campus,Cologix,under_construction,OH,Licking,Licking County,Johnstown,40.15,-82.68,800.0,154.0,,,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
cyrusone-cin2-cincinnati-oh,CyrusOne CIN2 (Cincinnati),CyrusOne,operational,OH,Hamilton,Hamilton County,Cincinnati,39.1028,-84.5179,,,,,city,39061,Hamilton County,OH,172365,233360,410085,42.03153004864845,56.905275735518245,-14.873745686869796,Harris
edged-columbus-new-albany-oh,Edged Columbus,Edged (an Endeavour company),operational,OH,Franklin,Franklin County,New Albany,40.1061,-82.8158,,14.0,246000000.0,,city,39049,Franklin County,OH,210830,380518,598225,35.24259266998203,63.6078398595846,-28.36524718960257,Harris
google-bosc-lima-oh,Google Project BOSC (Lima),Google,permitted,OH,Allen,Allen County,Lima,40.744,-84.1052,,170.0,500000000.0,2026-03-16,city,39003,Allen County,OH,33201,12754,46369,71.60171666415062,27.505445448467725,44.09627121568289,Trump
cipher-digital-hashworks-waterford-washington-oh,HashWorks Powered Land — Waterford Site,HashWorks Powered Land Waterford LLC (land entity tied to Cipher Digital / Sabre 56),proposed,OH,Washington,Washington County,,39.5514,-81.6494,200.0,500.0,,,uninc,39167,Washington County,OH,22161,8600,31000,71.48709677419355,27.741935483870968,43.745161290322585,Trump
meta-middleton-township-oh,Meta Bowling Green (Project Accordion),Meta,under_construction,OH,Wood,Wood County,Bowling Green,41.432,-83.701,,280.0,800000000.0,2025-04,uninc,39173,Wood County,OH,36877,30016,67586,54.56307519308733,44.41156452519753,10.1515106678898,Trump
meta-prometheus-new-albany-oh,Meta Prometheus,Meta,under_construction,OH,Licking,Franklin County,New Albany,40.092,-82.836,1000.0,,1500000000.0,2025-11,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
microsoft-heath-oh,Microsoft Heath Data Center,Microsoft,under_construction,OH,Licking,Licking County,Heath,40.015,-82.46,,227.0,,2024-10,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
microsoft-hebron-oh,Microsoft Hebron Data Center,Microsoft,under_construction,OH,Licking,Licking County,Hebron,40.01,-82.5,,223.0,,2024-10,uninc,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
oregon-industrial-park-data-center-lucas-oh,Oregon Industrial Park Data Center Campus,Capacity LLC (Vantage Data Centers named as prospective developer),proposed,OH,Lucas,Lucas County,Oregon,41.649,-83.4614,500.0,,,,city,39095,Lucas County,OH,82398,106320,190609,43.22880871312477,55.7791080169352,-12.55029930381042,Harris
prologis-mila-trenton-oh,Prologis Project Mila,Prologis,permitted,OH,Butler,Butler County,Trenton,39.48,-84.4638,250.0,141.0,233200000.0,2025-10,city,39017,Butler County,OH,114831,66713,183197,62.68170330300169,36.41598934480368,26.265713958198006,Trump
stack-nal01-new-albany-oh,STACK Infrastructure NAL01 (New Albany),STACK Infrastructure,operational,OH,Franklin,Franklin County,New Albany,40.07,-82.8,,,,,city,39049,Franklin County,OH,210830,380518,598225,35.24259266998203,63.6078398595846,-28.36524718960257,Harris
stargate-lordstown-oh,Stargate Lordstown Campus,OpenAI / SoftBank / Oracle,under_construction,OH,Trumbull,Trumbull County,Lordstown,41.1745,-80.8534,1500.0,,,2025-09-23,city,39155,Trumbull County,OH,55983,39758,96532,57.99424025193718,41.18634235279493,16.807897899142255,Trump
vantage-oh1-new-albany-licking-county-oh,Vantage Data Centers OH1,Vantage Data Centers,under_construction,OH,Licking,Licking County,Johnstown,40.101,-82.7464,192.0,70.0,2000000000.0,,city,39089,Licking County,OH,61359,32832,95060,64.54765411319167,34.53818640858405,30.009467704607616,Trump
vantage-oh2-millersport-fairfield-oh,Vantage Data Centers OH2 (Millersport Campus),Vantage Data Centers,under_construction,OH,Fairfield,Fairfield County,Millersport,39.902,-82.5324,696.0,,,,city,39045,Fairfield County,OH,51999,31695,84457,61.568608877890526,37.52797281456836,24.04063606332216,Trump
bitdeer-whitetail-creek-trumbull-county-oh,Whitetail Creek Data Center,Bitdeer,proposed,OH,Trumbull,Trumbull County,Niles / Weathersfield Township,41.19,-80.77,,,,,city,39155,Trumbull County,OH,55983,39758,96532,57.99424025193718,41.18634235279493,16.807897899142255,Trump
oklahoma-ai-ventures-black-bear-noble-county-ok,Black Bear AI Data Center Campus,Oklahoma AI Ventures LLC (Jericho Energy Ventures / Comstock Holding Companies JV),proposed,OK,Noble County,Noble County,Perry,36.2892,-97.2836,,,,2025-04,city,40103,Noble County,OK,3853,1009,4957,77.72846479725641,20.355053459753883,57.373411337502525,Trump
cerebras-oklahoma-city-ok,Cerebras Oklahoma City Data Center,Cerebras Systems,operational,OK,Oklahoma,Oklahoma County,Oklahoma City,35.4676,-97.5164,,,,2025,city,40109,Oklahoma County,OK,143618,138769,288923,49.7080537028897,48.02975187160593,1.6783018312837676,Trump
cloudburst-oklahoma-city-campus-ok,CloudBurst Oklahoma City Campus,CloudBurst Data Centers,proposed,OK,Oklahoma,Oklahoma County,Oklahoma City,35.4676,-97.5164,200.0,,,,city,40109,Oklahoma County,OK,143618,138769,288923,49.7080537028897,48.02975187160593,1.6783018312837676,Trump
