id,name,operator,status,state,county_raw,county_geocoded,city,lat,lon,mw,acres,investment,announced,jurisdiction,matched_county_fips,matched_county_name,matched_state,trump_votes,harris_votes,total_votes,trump_pct,harris_pct,margin_pct,county_winner
core-scientific-muskogee-ok,Core Scientific Muskogee Campus,Core Scientific,under_construction,OK,Muskogee,Muskogee County,Muskogee,35.72,-95.42,1000.0,250.0,4000000000.0,,uninc,40101,Muskogee County,OK,16550,7400,24357,67.94761259596831,30.381409861641416,37.566202734326886,Trump
fluidstack-okmulgee-county-ok,Fluidstack Okmulgee County Data Center,Fluidstack,proposed,OK,Okmulgee,Okmulgee County,Okmulgee,35.6231,-95.9605,,,,,city,40111,Okmulgee County,OK,10100,3979,14349,70.38818036100076,27.730155411526937,42.658024949473834,Trump
google-muskogee-county-ok,Google Muskogee County Data Center Campuses,Google,proposed,OK,Muskogee,Muskogee County,Council Hill,35.57,-95.65,,,,2025-11,uninc,40101,Muskogee County,OK,16550,7400,24357,67.94761259596831,30.381409861641416,37.566202734326886,Trump
google-pryor-ok,Google Pryor Data Center Campus (Mayes County Expansion),Google,operational,OK,Mayes,Mayes County,Pryor,36.32,-95.31,,,4400000000.0,2007-01,city,40097,Mayes County,OK,13514,3529,17374,77.78289397950961,20.311960400598593,57.47093357891102,Trump
google-stillwater-ok,Google Stillwater Data Center Campus,Google,under_construction,OK,Payne,Payne County,Stillwater,36.14,-97.06,,400.0,3000000000.0,2025-03,city,40119,Payne County,OK,17962,10560,29279,61.34772362444073,36.066805560299194,25.280918064141535,Trump
host-digital-northeast-oklahoma-ok,Host Digital Northeast Oklahoma Data Center,Host Digital Infrastructure LLC,operational,OK,,Tulsa County,Tulsa,36.154,-95.9928,43.0,,,2026-08-31,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
iren-woods-county-ok,IREN Woods County Campus,IREN (Iris Energy),proposed,OK,Woods,Woods County,Alva,36.8031,-98.667,1600.0,2000.0,,,city,40151,Woods County,OK,2955,614,3638,81.22594832325454,16.877405167674546,64.34854315557999,Trump
isocentric-networks-tulsa-ok,Isocentric Networks Tulsa Data Center,Isocentric Networks,operational,OK,Tulsa,Tulsa County,Tulsa,36.154,-95.9928,,,,,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
meta-anthem-tulsa-ok,Meta Project Anthem — Tulsa,Meta,under_construction,OK,Tulsa,Tulsa County,Tulsa,36.14,-95.88,,340.0,1000000000.0,2024,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
buckley-bros-pawhuska-ok,Pawhuska AI Data Center,Buckley Bros Holdings LLC,proposed,OK,Osage,Osage County,Pawhuska,36.6698,-96.3364,10.0,,,,city,40113,Osage County,OK,14404,5867,20628,69.82741904207873,28.441923598991664,41.385495443087066,Trump
potentia-oklahoma-campus-02-inola-ok,Potentia Oklahoma Campus 02 (Inola),"Potentia, Inc.",proposed,OK,Rogers County,Rogers County,Inola,36.1487,-95.5097,2000.0,1850.0,,2026-05,city,40131,Rogers County,OK,35942,10146,46902,76.6321265617671,21.63233977229116,54.99978678947593,Trump
beale-project-clydesdale-tulsa-county-ok,Project Clydesdale,Beale Infrastructure,under_construction,OK,Tulsa,Tulsa County,Owasso,36.28,-95.83,,506.0,1000000000.0,,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
google-spring-sand-springs-ok,Project Spring (Sand Springs),Google,proposed,OK,Osage,Osage County,Sand Springs,36.256,-96.11,,827.0,,2025-11,uninc,40113,Osage County,OK,14404,5867,20628,69.82741904207873,28.441923598991664,41.385495443087066,Trump
rack59-oklahoma-city-ok,RACK59 Data Center,RACK59,operational,OK,Oklahoma,Oklahoma County,Oklahoma City,35.4676,-97.5164,,,,,city,40109,Oklahoma County,OK,143618,138769,288923,49.7080537028897,48.02975187160593,1.6783018312837676,Trump
tierpoint-oklahoma-city-ok,TierPoint Oklahoma City (OKC / OKC2),TierPoint,operational,OK,Oklahoma,Oklahoma County,Oklahoma City,35.4676,-97.5164,,,,,city,40109,Oklahoma County,OK,143618,138769,288923,49.7080537028897,48.02975187160593,1.6783018312837676,Trump
tierpoint-tulsa-state-farm-ok,TierPoint Tulsa - State Farm,TierPoint,operational,OK,Tulsa,Tulsa County,Tulsa,36.154,-95.9928,,,,,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
tulsaconnect-downtown-dc5-tulsa-ok,TulsaConnect Downtown (DC-5),TulsaConnect,operational,OK,Tulsa,Tulsa County,Tulsa,36.154,-95.9928,,,,,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
tulsaconnect-east-dc3-tulsa-ok,TulsaConnect East (DC-3),TulsaConnect,operational,OK,Tulsa,Tulsa County,Tulsa,36.154,-95.9928,,,,,city,40143,Tulsa County,OK,145241,106105,256939,56.52742479732543,41.2957939433095,15.231630854015934,Trump
aligned-pdx-01-or,Aligned PDX-01,Aligned Data Centers,operational,OR,Washington,Washington County,Hillsboro,45.5541,-122.9493,,27.0,,,city,41067,Washington County,OR,92590,193013,297949,31.075788138238426,64.78054969139014,-33.70476155315171,Harris
aws-boardman-morrow-county-or,Amazon Boardman Exascale Data Center Campus,Amazon Web Services,proposed,OR,Morrow,Morrow County,Boardman,45.84,-119.702,1000.0,1300.0,,2026-03,city,41049,Morrow County,OR,3408,1138,4732,72.02028740490279,24.04902789518174,47.97125950972105,Trump
crane-pdx01-forest-grove-or,Crane PDX01,Crane Data Centers,under_construction,OR,Washington,Washington County,Forest Grove,45.5207,-123.1087,76.0,,,,city,41067,Washington County,OR,92590,193013,297949,31.075788138238426,64.78054969139014,-33.70476155315171,Harris
flexential-portland-hillsboro-4-pdx04-or,Flexential Portland - Hillsboro 4 (PDX04),Flexential,operational,OR,Washington,Washington County,Hillsboro,45.5553,-122.9401,,,,,city,41067,Washington County,OR,92590,193013,297949,31.075788138238426,64.78054969139014,-33.70476155315171,Harris
google-the-dalles-or,Google The Dalles Data Center Campus,Google,operational,OR,Wasco,Wasco County,The Dalles,45.5975,-121.1776,,,1800000000.0,2005,city,41065,Wasco County,OR,6837,6069,13391,51.0566798596072,45.32148457919498,5.735195280412217,Trump
meta-prineville-or,Meta Prineville Data Center Campus,Meta,operational,OR,Crook,Crook County,Prineville,44.3042,-120.8515,,240.0,2000000000.0,2010,city,41013,Crook County,OR,12012,3836,16297,73.70681720562067,23.538074492237833,50.16874271338283,Trump
sabey-umatilla-or,SDC Umatilla Campus,Sabey Data Centers,under_construction,OR,Umatilla,Umatilla County,Umatilla,45.919,-119.339,150.0,60.0,,2023-09,city,41059,Umatilla County,OR,20973,9251,31225,67.16733386709367,29.626901521216976,37.5404323458767,Trump
stack-hillsboro-or,STACK Hillsboro Campus,STACK Infrastructure,proposed,OR,Washington,Washington County,Hillsboro,45.5229,-122.9898,75.0,,,,city,41067,Washington County,OR,92590,193013,297949,31.075788138238426,64.78054969139014,-33.70476155315171,Harris
aws-cumulus-salem-township-pa,"AWS Cumulus Data Center Campus, Salem Township",Amazon Web Services,under_construction,PA,Luzerne,Luzerne County,Salem Township,41.0949,-76.1452,960.0,1200.0,650000000.0,2021-07,uninc,42079,Luzerne County,PA,92444,62504,156150,59.2020493115594,40.02817803394173,19.173871277617675,Trump
aws-falls-township-pa,"Amazon Web Services Innovation Campus, Falls Township",Amazon Web Services,under_construction,PA,Bucks,Bucks County,Falls Township,40.1545,-74.7882,,,,2025-06,uninc,42017,Bucks County,PA,198722,198431,401028,49.55314840858993,49.48058489681518,0.07256351177473892,Trump
ardent-pittsburgh-mckees-rocks-pa,Ardent Data Centers Pittsburgh (McKees Rocks),Ardent Data Centers (Northern Data Group),operational,PA,Allegheny,Allegheny County,McKees Rocks,40.4646,-80.081,20.0,7.5,,,uninc,42003,Allegheny County,PA,283595,429916,720504,39.360641995047914,59.668787404372495,-20.308145409324585,Harris
breaker-street-data-center-jessup-lackawanna-pa,Breaker Street Data Center Campus,Breaker Street Associates LLC (Catalyst Commercial Development),proposed,PA,Lackawanna,Lackawanna County,Jessup,41.4712,-75.5588,600.0,131.0,,,city,42069,Lackawanna County,PA,56261,59510,116590,48.2554249935672,51.04211338879835,-2.786688395231152,Harris
coreweave-lancaster-pa,CoreWeave Lancaster Data Center,CoreWeave,proposed,PA,Lancaster,Lancaster County,Lancaster,40.0379,-76.3055,300.0,144.0,6000000000.0,2025,city,42071,Lancaster County,PA,166261,120119,289257,57.478643559187844,41.5267391973228,15.951904361865054,Trump
flexential-philadelphia-collegeville-phl01-pa,Flexential Philadelphia - Collegeville (PHL01),Flexential,operational,PA,Montgomery,Montgomery County,Collegeville,40.1522,-75.4776,,,,,uninc,42091,Montgomery County,PA,198311,317103,520906,38.070400417733715,60.8752826805604,-22.80488226282669,Harris
homer-city-energy-campus-pa,Homer City Energy Campus,Homer City Redevelopment,under_construction,PA,Indiana,Indiana County,Homer City,40.5383,-79.1542,4500.0,3200.0,10000000000.0,2025-04-02,city,42063,Indiana County,PA,29215,12697,42229,69.18231547041133,30.067015558028842,39.11529991238248,Trump
powerhouse-pax-carlisle-pa,PAX — Pennsylvania Digital I,PowerHouse Data Centers,under_construction,PA,Cumberland,Cumberland County,Carlisle,40.2015,-77.1889,1350.0,700.0,,2025-07,city,42041,Cumberland County,PA,80267,66255,148396,54.08973287689696,44.64742984986118,9.442303027035768,Trump
panther-creek-hpc-ai-campus-nesquehoning-pa,Panther Creek HPC/AI Data Center Campus,Bitfarms Ltd.,under_construction,PA,Carbon,Carbon County,Nesquehoning,40.8564,-75.8283,,,,2025-08-05,city,42025,Carbon County,PA,23708,11394,35395,66.98121203559825,32.19098742760277,34.790224607995476,Trump
project-gravity-archbald-lackawanna-county-pa,Project Gravity,Archbald 25 Developer LLC,proposed,PA,Lackawanna,Lackawanna County,Archbald,41.5,-75.55,,186.0,5000000000.0,,city,42069,Lackawanna County,PA,56261,59510,116590,48.2554249935672,51.04211338879835,-2.786688395231152,Harris
project-hazelnut-hazle-township-pa,Project Hazelnut,NorthPoint Development (NP Hazleton Holdings 1 LLC),proposed,PA,Luzerne,Luzerne County,Hazle Township,40.985,-75.955,,1283.0,,2024,uninc,42079,Luzerne County,PA,92444,62504,156150,59.2020493115594,40.02817803394173,19.173871277617675,Trump
renaissance-park-upper-merion-king-of-prussia-pa,Renaissance Park and Innovation Data Center Campus,MLP Ventures,proposed,PA,Montgomery,Montgomery County,King of Prussia,40.092,-75.347,,,,2026-05,uninc,42091,Montgomery County,PA,198311,317103,520906,38.070400417733715,60.8752826805604,-22.80488226282669,Harris
sentinel-east-whiteland-chester-county-pa,Sentinel East Whiteland Data Center,Sentinel Data Centers,under_construction,PA,Chester,Chester County,East Whiteland Township,40.041,-75.545,300.0,100.0,,,uninc,42029,Chester County,PA,137299,184281,324964,42.25052621213427,56.708127669526476,-14.457601457392203,Harris
slate-belt-holdings-upper-mount-bethel-northampton-pa,Slate Belt Holdings Data Center Campus (Upper Mount Bethel),Slate Belt Holdings LLC (Talen Energy / River Pointe Logistics joint venture),proposed,PA,Northampton,Northampton County,Upper Mount Bethel Township,40.9,-75.13,,754.0,,,uninc,42095,Northampton County,PA,89817,86655,178215,50.39811463681508,48.62385321100918,1.7742614258059084,Trump
allegheny-dc-springdale-cheswick-pa,Springdale Data Center (former Cheswick Generating Station),"Allegheny DC Property Co., LLC",proposed,PA,Allegheny,Allegheny County,Springdale,40.5425,-79.7844,180.0,47.0,,2025-09,city,42003,Allegheny County,PA,283595,429916,720504,39.360641995047914,59.668787404372495,-20.308145409324585,Harris
tecfusions-keystone-connect-upper-burrell-pa,TECfusions Keystone Connect,TECfusions,proposed,PA,Westmoreland,Westmoreland County,Upper Burrell Township,40.5817,-79.705,3000.0,1395.0,,2025-01-14,city,42129,Westmoreland County,PA,135008,74904,211450,63.848663986758105,35.423977299598015,28.424686687160083,Trump
talen-montour-data-center-campus-montour-county-pa,Talen Energy Montour Data Center Campus,Talen Energy,proposed,PA,Montour,Montour County,Washingtonville,41.05,-76.67,,,,,uninc,42093,Montour County,PA,5944,3862,9908,59.991925716592654,38.97860314897053,21.013322567622122,Trump
triboro-industrial-park-jessup-olyphant-lackawanna-county-pa,Triboro Industrial Park / Triboro Commerce Park,Ercor Triboro LLC (Sansone Group),permitted,PA,Lackawanna,Lackawanna County,Jessup / Olyphant,41.45,-75.58,,548.0,,,city,42069,Lackawanna County,PA,56261,59510,116590,48.2554249935672,51.04211338879835,-2.786688395231152,Harris
wildcat-ridge-archbald-lackawanna-county-pa,Wildcat Ridge AI Data Center Campus,Cornell Realty Management,proposed,PA,Lackawanna,Lackawanna County,Archbald,41.51,-75.54,1600.0,,2100000000.0,,city,42069,Lackawanna County,PA,56261,59510,116590,48.2554249935672,51.04211338879835,-2.786688395231152,Harris
ecp-york-2-energy-center-data-center-peach-bottom-york-pa,York 2 Energy Center Data Center,Energy Capital Partners,proposed,PA,York,York County,Peach Bottom Township,39.75,-76.35,,,5000000000.0,2025-07-21,uninc,42133,York County,PA,154884,91926,249210,62.1499939809799,36.886962802455756,25.263031178524137,Trump
hanton-city-smithfield-ri,Hanton City Business Park (data center anchor),Hanton City Investments LLC,proposed,RI,Providence,Providence County,Smithfield,41.867,-71.527,,,,2026-05,uninc,44007,Providence County,RI,112443,150102,269679,41.69512642808672,55.659506301936744,-13.964379873850023,Harris
google-moncks-corner-sc,Google Berkeley County Data Center (Moncks Corner),Google,operational,SC,Berkeley,Berkeley County,Moncks Corner,33.0721,-80.0391,,,1300000000.0,2007,uninc,45015,Berkeley County,SC,64777,46416,112834,57.40911427406633,41.13653685945726,16.27257741460907,Trump
google-ridgeville-sc,Google Ridgeville Data Center (Project Dawson),Google,under_construction,SC,Dorchester,Dorchester County,Ridgeville,33.096,-80.3239,,231.0,510000000.0,2024-09,city,45035,Dorchester County,SC,43839,32489,77764,56.374414896353066,41.778972275088734,14.595442621264338,Trump
google-winding-woods-st-george-sc,Google Winding Woods Campus,Google,under_construction,SC,Dorchester,Dorchester County,St. George,33.1843,-80.5793,,206.0,,2026,city,45035,Dorchester County,SC,43839,32489,77764,56.374414896353066,41.778972275088734,14.595442621264338,Trump
meta-aiken-county-sc,Meta Aiken Data Center,Meta,under_construction,SC,Aiken,Aiken County,Graniteville,33.5629,-81.8287,200.0,300.0,800000000.0,2024-08,uninc,45003,Aiken County,SC,53592,31298,86091,62.250409450465206,36.35455506382781,25.895854386637396,Trump
northmark-spartanburg-sc,NorthMark Spartanburg Computing Center,NorthMark Strategies (Valara Holdings),under_construction,SC,Spartanburg,Spartanburg County,Spartanburg,34.9456,-81.9259,450.0,,2800000000.0,2025-04,city,45083,Spartanburg County,SC,103032,50710,155597,66.21721498486475,32.59060264658059,33.626612338284154,Trump
project-boulder-colleton-county-sc,Project Boulder,Eagle Rock Partners,proposed,SC,Colleton,Colleton County,,32.7,-80.62,,860.0,,,uninc,45029,Colleton County,SC,10696,7376,18276,58.524841321952294,40.3589406872401,18.16590063471219,Trump
applied-digital-deuel-county-sd,Applied Digital Deuel County AI Campus,Applied Digital Corporation,cancelled,SD,Deuel,Deuel County,Toronto,44.567,-96.62,430.0,200.0,,2025,uninc,46039,Deuel County,SD,1717,528,2298,74.7171453437772,22.97650130548303,51.74064403829417,Trump
gemini-data-center-sioux-falls-sd,Sioux Falls Technology Park (Gemini Data Center),Gemini Data Center SD LLC,permitted,SD,Minnehaha,Minnehaha County,Sioux Falls,43.583,-96.685,500.0,164.0,,2025,city,46099,Minnehaha County,SD,51842,39923,93986,55.15927904155939,42.477603047262356,12.681675994297024,Trump
cielo-clarksville-tn,Cielo Montgomery County AI Campus,Cielo Digital Infrastructure,proposed,TN,Montgomery,Montgomery County,Clarksville,36.53,-87.36,350.0,107.0,,,city,47125,Montgomery County,TN,47795,32736,81755,58.461256192281816,40.04158767047887,18.419668521802947,Trump
xai-colossus-memphis-tn,Colossus,xAI,operational,TN,Shelby,Shelby County,Memphis,35.0565,-90.0148,1200.0,,,2024,city,47157,Shelby County,TN,118917,201759,326497,36.422080447906104,61.79505477845125,-25.37297433054515,Harris
google-montgomery-county-tn,Google Montgomery County Data Center,Google,operational,TN,Montgomery,Montgomery County,Clarksville,36.5288,-87.3636,,,600000000.0,2015,city,47125,Montgomery County,TN,47795,32736,81755,58.461256192281816,40.04158767047887,18.419668521802947,Trump
meta-gallatin-tn,Meta Gallatin Data Center Campus,Meta,operational,TN,Sumner,Sumner County,Gallatin,36.3884,-86.4369,,900.0,1500000000.0,2022,city,47165,Sumner County,TN,68767,27874,97761,70.34195640388295,28.51239246734383,41.82956393653911,Trump
aligned-dfw-01-tx,Aligned DFW-01,Aligned Data Centers,operational,TX,Collin,Collin County,Plano,33.0093,-96.6766,,,,,city,48085,Collin County,TX,279534,222115,515585,54.21686045947807,43.08019046326018,11.136669996217888,Trump
aligned-dfw-03-tx,Aligned DFW-03,Aligned Data Centers,operational,TX,Tarrant,Tarrant County,Mansfield,32.5498,-97.0749,,27.0,,,city,48439,Tarrant County,TX,426626,384501,823312,51.81826573644014,46.70173640126708,5.116529335173057,Trump
aligned-project-caprock-hale-county-tx,Aligned Data Centers Project Caprock,Aligned Data Centers,under_construction,TX,Hale,Hale County,Abernathy,33.84,-101.84,540.0,313.0,,2026-04,uninc,48189,Hale County,TX,7283,1903,9285,78.43834141087775,20.495422724824984,57.94291868605277,Trump
blockchain-digital-infrastructure-collin-county-tx,BlockchAIn Collin County AI GPU Hosting Site,"BlockchAIn Digital Infrastructure, Inc.",under_construction,TX,Collin,Collin County,,33.1972,-96.6398,,,,,city,48085,Collin County,TX,279534,222115,515585,54.21686045947807,43.08019046326018,11.136669996217888,Trump
blockchain-digital-infrastructure-reeves-county-tx,BlockchAIn Reeves County AI GPU Hosting Site,"BlockchAIn Digital Infrastructure, Inc.",proposed,TX,Reeves,Reeves County,,31.4229,-103.4933,,,,,city,48389,Reeves County,TX,2340,1070,3439,68.04303576621112,31.113695841814483,36.92933992439663,Trump
cipher-barber-lake-colorado-city-tx,Cipher Barber Lake Campus,Cipher Digital,under_construction,TX,Mitchell,Mitchell County,Colorado City,32.3954,-100.8687,300.0,587.0,1733000000.0,,city,48335,Mitchell County,TX,2144,352,2513,85.31635495423797,14.007162753680861,71.3091922005571,Trump
cipher-black-pearl-wink-tx,Cipher Black Pearl Campus,Cipher Digital,under_construction,TX,Winkler,Winkler County,Wink,31.751,-103.1607,300.0,,2000000000.0,2025-11,city,48495,Winkler County,TX,1646,283,1933,85.1526125193999,14.64045525090533,70.51215726849456,Trump
cleanspark-austin-county-tx,CleanSpark Austin County AI Data Center Campus,"CleanSpark, Inc.",proposed,TX,Austin,Austin County,,29.9508,-96.2661,285.0,271.0,,2025-10-29,city,48015,Austin County,TX,12457,2816,15383,80.97900279529351,18.30592212182279,62.673080673470714,Trump
cleanspark-brazoria-county-tx,CleanSpark Brazoria County (Second Texas) Campus,"CleanSpark, Inc.",proposed,TX,Brazoria,Brazoria County,,29.1694,-95.431,300.0,447.0,,2026-01-14,city,48039,Brazoria County,TX,95867,63976,162046,59.16036187255471,39.480147612406356,19.680214260148354,Trump
cloudburst-san-marcos-tx,CloudBurst San Marcos GigaCenter,CloudBurst Data Centers,under_construction,TX,Hays,Hays County,San Marcos,29.88,-97.94,1200.0,706.0,14500000000.0,2025-11,city,48209,Hays County,TX,58438,65528,125827,46.443132237119215,52.077852925047885,-5.634720687928664,Harris
comanche-circle-sailfish-hood-county-tx,Comanche Circle,Sailfish Digital Ventures (SDV),proposed,TX,Hood,Hood County,Tolar,32.35,-97.83,2000.0,2600.0,,,uninc,48221,Hood County,TX,30174,6070,36553,82.548628019588,16.606024129346427,65.94260389024157,Trump
core-scientific-austin-tx,Core Scientific Austin Data Center (Austin 1),Core Scientific,operational,TX,Travis,Travis County,Austin,30.214,-97.622,200.0,38.0,,,uninc,48453,Travis County,TX,170787,398981,581276,29.38139541285035,68.63882217741659,-39.257426764566226,Harris
core-scientific-denton-tx,Core Scientific Denton Data Center (Denton 1),Core Scientific,under_construction,TX,Denton,Denton County,Denton,33.1932,-97.1276,260.0,,1200000000.0,,city,48121,Denton County,TX,250521,191503,449188,55.771970756119934,42.63315137537067,13.138819380749265,Trump
core-scientific-pecos-tx,Core Scientific Pecos AI Campus,Core Scientific,under_construction,TX,Reeves,Reeves County,Pecos,31.44,-103.58,1500.0,,,,uninc,48389,Reeves County,TX,2340,1070,3439,68.04303576621112,31.113695841814483,36.92933992439663,Trump
crusoe-blue-energy-victoria-tx,Crusoe Victoria AI Factory,Crusoe,proposed,TX,Victoria,Victoria County,Victoria,28.8053,-97.0036,1500.0,,,2025-10,city,48469,Victoria County,TX,25010,9998,35315,70.81976497239133,28.310916041342203,42.50884893104913,Trump
cyrusone-dfw3-dfw5-allen-tx,CyrusOne DFW3-DFW5 (Allen),CyrusOne,operational,TX,Collin,Collin County,Allen,33.1385,-96.66,50.0,90.0,,,city,48085,Collin County,TX,279534,222115,515585,54.21686045947807,43.08019046326018,11.136669996217888,Trump
cyrusone-sat2-sat4-san-antonio-tx,CyrusOne SAT2-SAT4 (San Antonio),CyrusOne,operational,TX,Bexar,Bexar County,San Antonio,29.4709,-98.673,,,,,city,48029,Bexar County,TX,337545,411389,758323,44.51203510904983,54.24983812966243,-9.737803020612589,Harris
data-city-energy-abundance-laredo-tx,"Data City, Texas",Energy Abundance Development Corporation,proposed,TX,Webb,Webb County,Laredo,27.5306,-99.4803,5000.0,50000.0,,,city,48479,Webb County,TX,33384,31952,65865,50.68549305397404,48.511348971380855,2.174144082593183,Trump
edged-dallas-irving-tx,Edged Dallas (Irving),Edged Energy,operational,TX,Dallas,Dallas County,Irving,32.8212,-96.917,,,,,city,48113,Dallas County,TX,322569,511118,849872,37.95500969557769,60.140585876461394,-22.18557618088371,Harris
flexential-dallas-plano-tx,Flexential Dallas - Plano,Flexential,operational,TX,Collin,Collin County,Plano,33.007,-96.6664,,,,,city,48085,Collin County,TX,279534,222115,515585,54.21686045947807,43.08019046326018,11.136669996217888,Trump
fluidstack-abernathy-tx,Fluidstack Abernathy AI Campus,Fluidstack,under_construction,TX,Hale,Hale County,Abernathy,33.84,-101.84,168.0,120.0,,2026,uninc,48189,Hale County,TX,7283,1903,9285,78.43834141087775,20.495422724824984,57.94291868605277,Trump
fort-spunky-pacifico-energy-hood-county-tx,Fort Spunky,Pacifico Energy,proposed,TX,Hood,Hood County,,32.42,-97.78,100.0,862.0,,,uninc,48221,Hood County,TX,30174,6070,36553,82.548628019588,16.606024129346427,65.94260389024157,Trump
gw-ranch-pacifico-energy-pecos-county-tx,GW Ranch,Pacifico Energy,proposed,TX,Pecos,Pecos County,,31.05,-102.88,7650.0,8000.0,,,uninc,48371,Pecos County,TX,3042,1144,4233,71.86392629340894,27.025750059059767,44.83817623434916,Trump
galaxy-helios-dickens-county-tx,Galaxy Helios Data Center Campus,Galaxy Digital,under_construction,TX,Dickens,Dickens County,Afton,33.72,-100.84,1630.0,2200.0,,2026-01,uninc,48125,Dickens County,TX,844,146,993,84.99496475327291,14.70292044310171,70.29204431017119,Trump
google-armstrong-county-tx,Goodnight Campus,Google / Crusoe,under_construction,TX,Armstrong,Armstrong County,Claude,34.973,-101.367,933.0,350.0,,2024,uninc,48011,Armstrong County,TX,1029,77,1109,92.7862939585212,6.943192064923355,85.84310189359783,Trump
google-haskell-county-tx,Google Haskell County Data Center Campus,Google,under_construction,TX,Haskell,Haskell County,Haskell,33.1576,-99.7337,,,,2025-11-14,city,48207,Haskell County,TX,1918,313,2247,85.35825545171339,13.929684023141967,71.42857142857143,Trump
google-meitner-pampa-tx,Google Meitner Energy Center,Google,under_construction,TX,Gray,Gray County,Pampa,35.5365,-100.9609,,,,2026,city,48179,Gray County,TX,6691,845,7580,88.27176781002638,11.147757255936677,77.12401055408971,Trump
google-red-oak-tx,Google Red Oak Campus,Google,operational,TX,Ellis,Ellis County,Red Oak,32.5163,-96.8011,,166.0,330000000.0,2023-09,city,48139,Ellis County,TX,64763,33850,99557,65.05117671283787,34.00062275882158,31.05055395401629,Trump
google-wilbarger-vernon-tx,Google Wilbarger County Campus,Google,under_construction,TX,Wilbarger,Wilbarger County,Vernon,34.1551,-99.294,,,,2026,city,48487,Wilbarger County,TX,3566,860,4467,79.82986344302664,19.252294604880234,60.57756883814641,Trump
galaxy-helios-dickens-tx,Helios (Galaxy Digital / CoreWeave),Galaxy Digital,operational,TX,Dickens,Dickens County,Afton,33.7814,-100.8791,800.0,,,2025-03,uninc,48125,Dickens County,TX,844,146,993,84.99496475327291,14.70292044310171,70.29204431017119,Trump
hut8-beacon-point-robstown-tx,Hut 8 Beacon Point AI Campus,Hut 8,under_construction,TX,Nueces,Nueces County,Robstown,27.7897,-97.6689,352.0,,4250000000.0,2026-05,city,48355,Nueces County,TX,67201,53248,121678,55.22855405249922,43.76140304738737,11.467151005111853,Trump
iren-horizon-childress-tx,"IREN Horizon — Childress, TX",IREN (Iris Energy),under_construction,TX,Childress,Childress County,Childress,34.4276,-100.2046,750.0,576.0,,2025,city,48075,Childress County,TX,1991,263,2272,87.63204225352112,11.575704225352112,76.05633802816901,Trump
iren-sweetwater-tx,IREN Sweetwater Campus,IREN (Iris Energy),under_construction,TX,Nolan,Nolan County,Sweetwater,32.4707,-100.4059,2000.0,2200.0,,2025,city,48353,Nolan County,TX,4048,1020,5115,79.13978494623656,19.941348973607038,59.198435972629525,Trump
lambda-aligned-plano-tx,Lambda Plano AI Data Center (Aligned DFW-04),Lambda,under_construction,TX,Collin,Collin County,Plano,33.0198,-96.6989,100.0,,,2026,city,48085,Collin County,TX,279534,222115,515585,54.21686045947807,43.08019046326018,11.136669996217888,Trump
lancium-crusoe-abilene-tx,Lancium Clean Campus (Crusoe / Stargate Site 1),Crusoe,operational,TX,Taylor,Taylor County,Abilene,32.5022,-99.7887,1200.0,1000.0,,2021-12,uninc,48441,Taylor County,TX,41198,13624,55417,74.34180847032499,24.584513777360737,49.75729469296425,Trump
msb-matrix-center-sulphur-springs-tx,Matrix Data Center Campus (The Matrix Center),MSB Global Services,under_construction,TX,Hopkins,Hopkins County,Sulphur Springs,33.1384,-95.6011,3000.0,1600.0,18000000000.0,2025,city,48223,Hopkins County,TX,13754,2917,16778,81.9763976636071,17.385862438908095,64.59053522469901,Trump
meta-el-paso-tx,Meta El Paso AI Data Center Campus,Meta,under_construction,TX,El Paso,El Paso County,El Paso,31.81,-106.55,1000.0,1000.0,10000000000.0,2025-10,city,48141,El Paso County,TX,105124,143156,251569,41.787342637606386,56.90526257209751,-15.117919934491134,Harris
meta-fort-worth-tx,Meta Fort Worth Data Center,Meta,operational,TX,Tarrant,Tarrant County,Fort Worth,32.9844,-97.2618,,200.0,1500000000.0,2015,city,48439,Tarrant County,TX,426626,384501,823312,51.81826573644014,46.70173640126708,5.116529335173057,Trump
meta-temple-tx,Meta Temple Data Center,Meta,operational,TX,Bell,Bell County,Temple,31.1399,-97.3813,,386.0,1200000000.0,2022-03,city,48027,Bell County,TX,75161,53973,130662,57.52322787038313,41.30734260917482,16.215885261208307,Trump
microsoft-pecos-tx,Microsoft Pecos Data Center Campus,Microsoft,proposed,TX,Reeves,Reeves County,Pecos,31.42,-103.49,2000.0,7000.0,,2026-06,city,48389,Reeves County,TX,2340,1070,3439,68.04303576621112,31.113695841814483,36.92933992439663,Trump
